Dates;ABI BB Equity;AD NA Equity;ADS GY Equity;AI FP Equity;AIR FP Equity;AMS SQ Equity;ASML NA Equity;BAS GY Equity;BAYN GY Equity;BBVA SQ Equity;BMW GY Equity;BN FP Equity;BNP FP Equity;CRH ID Equity;CS FP Equity;DAI GY Equity;DG FP Equity;DPW GY Equity;DTE GY Equity;EL FP Equity;ENEL IM Equity;ENGI FP Equity;ENI IM Equity;FP FP Equity;FRE GY Equity;GLE FP Equity;IBE SQ Equity;INGA NA Equity;ISP IM Equity;ITX SQ Equity;KER FP Equity;LIN GY Equity;MC FP Equity;MUV2 GY Equity;NOKIA FH Equity;OR FP Equity;ORA FP Equity;PHIA NA Equity;SAF FP Equity;SAN FP Equity;SAN SQ Equity;SAP GY Equity;SIE GY Equity;SU FP Equity;TEF SQ Equity;URW NA Equity;VIV FP Equity;VOW3 GY Equity;SX5E Index
25/06/2019 09:50;78,75;19,986;264,1;121,6;123,46;68,2;177,44;61,78;54,94;4,8445;63,34;75,14;40,035;28,03;23,195;47,35;91,46;28,26;15,376;109,7;6,223;13,405;14,52;49,03;47,475;21,13;8,912;9,683;1,8612;25,34;520,2;178;371,4;223,7;4,3435;256,7;13,945;37,8;131,7;76,98;3,95;119,54;105,88;78,16;7,246;128,6;24,88;146,3;3445,87
25/06/2019 10:00;78,79;20,03;263,7;121,6;123,68;68,08;177,5;61,88;54,98;4,8505;63,28;75,14;40,13;28,08;23,18;47,355;91,5;28,29;15,372;109,35;6,23;13,41;14,534;49,05;47,62;21,185;8,918;9,688;1,8618;25,29;519,2;178,2;370,95;223,6;4,342;256,3;13,92;37,795;131,9;76,91;3,9535;119,64;106,08;78,2;7,246;128,45;24,84;146,36;3446,89
25/06/2019 10:10;78,58;19,998;262,9;121,85;123,66;68,02;177,48;61,77;55;4,835;63,28;75,14;40,13;28,06;23,185;47,365;91,42;28,25;15,362;109,05;6,218;13,425;14,532;49,2;47,58;21,16;8,92;9,682;1,8606;25,23;518,3;177,9;369,95;223,3;4,3325;255,7;13,9;37,745;131,7;76,85;3,9455;119,52;106;78,12;7,237;128,2;24,84;146,34;3444,13
25/06/2019 10:20;78,49;19,912;263,75;121,9;123,66;68,06;177,86;62,01;55,07;4,8475;63,4;75,12;40,24;28,09;23,155;47,4;91,42;28,34;15,368;109,3;6,214;13,44;14,542;49,17;47,78;21,225;8,914;9,703;1,8626;25,23;518,8;178,35;370,85;223,4;4,3445;255,7;13,91;37,745;131,75;76,74;3,9575;119,6;106,16;78,22;7,252;128,65;24,81;146,3;3447,09
25/06/2019 10:30;78,64;19,882;263,95;121,85;123,88;68,2;178,16;62,29;55,25;4,865;63,55;75,14;40,44;28,17;23,195;47,55;91,5;28,36;15,352;109,4;6,219;13,445;14,576;49,235;47,78;21,37;8,916;9,752;1,8718;25,23;518,9;178,5;370,8;223,4;4,3475;255,5;13,915;37,745;131,8;76,7;3,9725;119,56;106,3;78,3;7,261;129,2;24,82;146,76;3451,27
25/06/2019 10:40;78,59;19,846;263,95;121,55;123,82;68,08;178,52;62,16;55,25;4,859;63,59;75,12;40,38;28,18;23,19;47,565;91,46;28,36;15,354;109,4;6,213;13,445;14,572;49,175;47,84;21,335;8,908;9,733;1,8696;25,21;519;178,25;370,55;223,3;4,3445;255,6;13,905;37,735;131,7;76,55;3,967;119,5;106,12;78,32;7,264;129,2;24,84;146,9;3449,3
25/06/2019 10:50;78,55;19,788;263,95;121,35;123,68;68;178,2;62,04;55,16;4,8555;63,5;75,14;40,33;28,13;23,165;47,49;91,48;28,295;15,354;109,05;6,201;13,425;14,528;49,015;47,585;21,34;8,902;9,712;1,8668;25,17;517,7;177,95;369,6;223,4;4,3445;255,4;13,895;37,705;131,55;76,66;3,964;119,62;105,96;78,28;7,25;129,25;24,86;146,8;3445,33
25/06/2019 11:00;78,56;19,828;263,85;121,6;123,74;67,96;178,4;62,28;55,25;4,862;63,58;75,16;40,42;28,17;23,15;47,56;91,38;28,285;15,352;109,2;6,2;13,42;14,548;49,055;47,67;21,375;8,894;9,734;1,8722;25,19;518,5;178,1;370,45;223,4;4,3405;255,3;13,9;37,695;131,6;76,59;3,971;119,46;106;78,38;7,256;129,45;24,86;146,92;3447,41
25/06/2019 11:10;78,47;19,844;263;121,6;123,98;67,88;178,08;62,23;55,12;4,862;63,5;75,12;40,375;28,19;23,14;47,54;91,42;28,265;15,344;109,2;6,201;13,42;14,546;49,07;47,7;21,335;8,892;9,73;1,8722;25,15;517,6;178,1;370,35;223,4;4,3415;255,2;13,9;37,7;131,75;76,59;3,9675;119,28;105,96;78,34;7,245;129,45;24,86;146,86;3445,93
25/06/2019 11:20;78,55;19,872;263,45;121,55;124,32;67,88;178,16;62,27;55,12;4,873;63,47;75,14;40,415;28,22;23,16;47,545;91,44;28,28;15,34;109,05;6,2;13,425;14,534;49,09;47,72;21,39;8,9;9,739;1,873;25,19;517,4;178,1;370,45;223,4;4,343;255,4;13,9;37,695;131,9;76,57;3,9715;119,3;106,1;78,4;7,245;129,5;24,85;146,82;3447,56
25/06/2019 11:30;78,65;19,842;263,4;121,6;124,32;67,84;178,22;62,36;55,36;4,8835;63,51;75,16;40,51;28,28;23,19;47,62;91,6;28,295;15,358;109,25;6,204;13,42;14,534;49,13;47,76;21,445;8,898;9,765;1,8768;25,2;518;178,3;370,4;223,6;4,347;255,4;13,91;37,695;132,1;76,61;3,9785;119,36;106,12;78,48;7,255;129,7;24,86;146,92;3450,47
25/06/2019 11:40;78,76;19,808;263,4;121,6;124,34;67,88;178,3;62,33;55,38;4,874;63,54;75,16;40,455;28,2;23,185;47,605;91,56;28,275;15,342;109,15;6,21;13,42;14,532;49,145;47,705;21,435;8,902;9,744;1,8742;25,21;518,1;178,3;370,35;223,6;4,348;255,7;13,9;37,695;132,1;76,59;3,974;119,4;106,08;78,36;7,249;129,25;24,89;147,04;3449,93
25/06/2019 11:50;78,69;19,76;263,4;121,6;124,24;67,88;178,58;62,43;55,4;4,881;63,53;75,16;40,49;28,16;23,19;47,605;91,5;28,27;15,316;109,4;6,203;13,43;14,536;49,165;47,6;21,45;8,904;9,744;1,871;25,27;518;178,25;370,45;223,4;4,3345;255,6;13,88;37,695;132,15;76,55;3,98;119,48;106;78,44;7,245;129;24,92;146,98;3449,79
25/06/2019 12:00;78,61;19,702;263,4;121,75;124,1;67,78;178,44;62,48;55,29;4,8625;63,47;75,18;40,45;28,15;23,145;47,505;91,5;28,225;15,312;109,6;6,196;13,41;14,502;49,015;47,53;21,44;8,898;9,729;1,8704;25,26;517;178,4;370,05;223,3;4,342;255,2;13,875;37,69;132,05;76,37;3,9725;119,3;105,84;78,36;7,235;129,35;24,88;147;3446,35
25/06/2019 12:10;78,55;19,748;263,4;121,85;124,08;67,82;178,32;62,5;55,32;4,865;63,49;75,16;40,44;28,16;23,12;47,46;91,52;28,225;15,312;109,5;6,196;13,4;14,506;49,02;47,555;21,395;8,894;9,732;1,8716;25,29;515,6;178,6;370,1;223,3;4,332;255,1;13,875;37,7;132,1;76,51;3,974;119,3;105,88;78,34;7,233;129,35;24,87;146,9;3446,31
25/06/2019 12:20;78,63;19,762;263,45;121,95;124,06;67,88;178,28;62,48;55,42;4,864;63,51;75,2;40,415;28,14;23,115;47,505;91,52;28,235;15,308;109,55;6,201;13,405;14,494;48,99;47,555;21,365;8,904;9,722;1,871;25,27;515,3;178,8;370,15;223,3;4,3255;255;13,87;37,705;132,1;76,66;3,9745;119,3;105,92;78,38;7,231;129,35;24,87;146,82;3446,82
25/06/2019 12:30;78,65;19,774;263,7;121,9;124,04;67,82;178,54;62,48;55,51;4,868;63,49;75,2;40,44;28,11;23,08;47,46;91,52;28,245;15,31;109,75;6,194;13,375;14,47;48,965;47,62;21,385;8,89;9,723;1,8698;25,31;515,3;178,8;370,1;223,2;4,3235;254,9;13,865;37,7;132,2;76,63;3,9775;119,3;105,96;78,4;7,228;129,4;24,89;146,74;3446,57
25/06/2019 12:40;78,7;19,778;263,75;121,7;124,02;67,78;178,54;62,45;55,49;4,8625;63,37;75,16;40,415;28,13;23,095;47,41;91,52;28,235;15,314;109,55;6,198;13,34;14,432;48,87;47,69;21,365;8,898;9,717;1,8692;25,27;514,5;178,6;370,05;223,1;4,312;254,7;13,865;37,69;132,15;76,7;3,9735;119,24;105,9;78,34;7,215;129,5;24,89;146,46;3444,79
25/06/2019 12:50;78,64;19,778;263,85;121,85;124,2;67,84;178,8;62,49;55,61;4,8645;63,45;75,22;40,455;28,19;23,11;47,5;91,64;28,24;15,32;109,6;6,201;13,35;14,434;48,865;47,77;21,435;8,898;9,722;1,8736;25,26;514,4;178,9;370,5;223,3;4,3215;255;13,885;37,705;132,4;76,76;3,976;119,4;105,88;78,36;7,217;129,8;24,9;146,6;3447,79
25/06/2019 13:00;78,64;19,786;263,95;121,75;124,22;67,74;178,94;62,37;55,62;4,8585;63,51;75,18;40,4;28,17;23,125;47,47;91,72;28,225;15,326;109,6;6,2;13,375;14,428;48,83;47,7;21,37;8,898;9,713;1,8724;25,27;513,6;178,8;370,1;223,3;4,3165;254,9;13,88;37,71;132,55;76,82;3,971;119,32;105,88;78,36;7,219;129,6;24,93;146,64;3446,86
25/06/2019 13:10;78,67;19,796;264;121,75;124,4;67,72;179,02;62,38;55,64;4,862;63,53;75,24;40,455;28,24;23,14;47,5;91,8;28,25;15,326;109,6;6,206;13,39;14,444;48,885;47,695;21,395;8,892;9,714;1,8734;25,28;513,9;178,8;370,2;223,3;4,3175;254,9;13,875;37,705;132,6;76,86;3,9755;119,46;105,94;78,38;7,216;129,6;24,92;146,8;3448,41
25/06/2019 13:20;78,57;19,818;263,95;121,8;124,36;67,72;179,06;62,39;55,66;4,862;63,5;75,26;40,465;28,26;23,15;47,46;91,8;28,24;15,332;109,55;6,209;13,4;14,442;48,895;47,73;21,43;8,9;9,71;1,8728;25,27;514,5;178,8;370,55;223,3;4,3335;255;13,88;37,705;132,5;76,79;3,9745;119,42;105,92;78,38;7,218;129,6;24,87;146,92;3448,82
25/06/2019 13:30;78,56;19,808;263,9;121,75;124,52;67,7;178,84;62,34;55,6;4,8565;63,44;75,24;40,46;28,27;23,14;47,455;91,82;28,21;15,336;109,6;6,213;13,39;14,45;48,905;47,665;21,415;8,9;9,717;1,8734;25,28;513,8;178,95;370,65;223,3;4,3455;254,9;13,88;37,7;132,65;76,8;3,971;119,36;105,84;78,28;7,225;129,75;24,85;146,82;3448,56
25/06/2019 13:40;78,69;19,808;263,95;121,7;124,46;67,58;178,54;62,24;55,48;4,8545;63,31;75,2;40,405;28,21;23,125;47,44;91,82;28,21;15,34;109,6;6,216;13,38;14,45;48,93;47,61;21,385;8,898;9,699;1,8718;25,25;514,2;178,8;370,6;223,2;4,344;255;13,885;37,7;132,6;76,7;3,9655;119,3;105,78;78,26;7,217;129,6;24,84;146,68;3446,77
25/06/2019 13:50;78,64;19,804;263,9;121,85;124,48;67,58;178,5;62,25;55,49;4,8555;63,36;75,24;40,405;28,26;23,17;47,46;91,86;28,2;15,342;109,6;6,223;13,385;14,46;49,015;47,62;21,405;8,9;9,709;1,8744;25,25;513,8;178,95;370,7;223,2;4,3435;255;13,895;37,72;132,6;76,84;3,9725;119,34;105,76;78,26;7,229;129,7;24,86;146,62;3448,57
25/06/2019 14:00;78,67;19,782;263,9;121,85;124,68;67,58;178,38;62,23;55,4;4,8545;63,39;75,28;40,37;28,27;23,165;47,46;91,88;28,215;15,356;109,55;6,22;13,39;14,452;49,005;47,59;21,355;8,906;9,704;1,8726;25,24;513,7;178,95;371,05;223,2;4,3395;255,4;13,885;37,76;132,4;76,98;3,97;119,34;105,68;78,3;7,226;129,7;24,88;146,64;3448,72
25/06/2019 14:10;78,6;19,768;263,8;121,85;124,7;67,72;178,28;62,23;55,38;4,85;63,35;75,26;40,295;28,32;23,155;47,375;91,86;28,18;15,346;109,7;6,209;13,39;14,436;49,015;47,545;21,305;8,9;9,697;1,8692;25,22;512,5;179,15;370,8;223,2;4,346;255,1;13,87;37,78;132,4;76,94;3,9605;119,38;105,56;78,26;7,223;129,4;24,85;146,52;3447,03
25/06/2019 14:20;78,61;19,764;263,8;121,8;124,74;67,76;178,22;62,18;55,34;4,8515;63,29;75,24;40,275;28,31;23,145;47,4;91,9;28,185;15,342;109,7;6,21;13,39;14,434;49,005;47,52;21,305;8,9;9,697;1,871;25,22;512,6;179,35;371;222,9;4,3495;255,4;13,875;37,79;132,3;76,92;3,9625;119,38;105,6;78,22;7,228;129,5;24,83;146,5;3447,21
25/06/2019 14:30;78,64;19,768;263,85;121,8;124,86;67,74;178,28;62,17;55,38;4,8585;63,28;75,22;40,355;28,33;23,155;47,425;91,82;28,185;15,354;109,75;6,217;13,395;14,456;49,025;47,455;21,33;8,904;9,711;1,872;25,25;513,4;179,35;370,95;223,1;4,349;255,3;13,89;37,815;132,3;76,9;3,966;119,4;105,66;78,16;7,24;129,6;24,83;146,44;3448,57
25/06/2019 14:40;78,65;19,82;263,9;121,9;125;67,86;178,44;62,19;55,38;4,859;63,33;75,24;40,345;28,34;23,155;47,445;91,86;28,205;15,358;109,7;6,217;13,41;14,46;49,065;47,505;21,295;8,904;9,707;1,8718;25,27;513,8;179,6;371,2;223,3;4,3545;255,4;13,89;37,855;132,3;76,88;3,9685;119,5;105,6;78,2;7,246;129,7;24,83;146,58;3450,15
25/06/2019 14:50;78,79;19,82;263,8;122;125,1;67,86;178,38;62,27;55,4;4,8635;63,32;75,28;40,365;28,31;23,13;47,44;91,92;28,205;15,362;109,8;6,218;13,42;14,454;49,05;47,58;21,32;8,902;9,712;1,8724;25,28;514,7;179,6;371,95;223,3;4,3655;255,6;13,91;37,85;132,45;76,89;3,9745;119,42;105,62;78,26;7,254;129,6;24,87;146,62;3451,68
25/06/2019 15:00;78,76;19,836;263,75;122,05;124,8;67,86;178,34;62,33;55,43;4,871;63,35;75,26;40,425;28,33;23,16;47,46;91,86;28,235;15,36;109,65;6,22;13,41;14,488;49,095;47,595;21,35;8,902;9,731;1,8756;25,27;514,5;179,55;371,8;223,4;4,365;255,2;13,92;37,88;132,45;77;3,9805;119,44;105,64;78,36;7,262;130,1;24,87;146,5;3452,64
25/06/2019 15:10;78,8;19,796;263,9;122;125,04;67,88;178,26;62,3;55,44;4,8705;63,3;75,26;40,425;28,29;23,155;47,41;91,92;28,225;15,356;109,65;6,22;13,41;14,49;49,075;47,605;21,33;8,902;9,722;1,8756;25,23;514,2;179,5;371,95;223,3;4,3555;255;13,915;37,86;132,5;77,03;3,9785;119,58;105,58;78,32;7,27;129,85;24,85;146,44;3452,22
25/06/2019 15:20;78,69;19,758;263,8;122;125,04;67,86;178,02;62,23;55,37;4,873;63,28;75,2;40,455;28,26;23,13;47,375;91,84;28,22;15,352;109,7;6,224;13,4;14,48;49,085;47,545;21,33;8,912;9,721;1,8742;25,19;514;179,25;371,85;223,4;4,3595;255,1;13,91;37,84;132,5;76,91;3,9815;119,56;105,5;78,28;7,266;129,75;24,86;146,34;3450,89
25/06/2019 15:30;78,59;19,74;263,35;121,9;124,86;67,76;177,44;62,08;55,25;4,864;63,18;75,2;40,375;28,21;23,09;47,315;91,76;28,185;15,34;109,6;6,224;13,405;14,456;49,035;47,455;21,3;8,914;9,692;1,8704;25,2;512,8;178,4;371,85;223,3;4,345;255,1;13,895;37,81;132,2;76,88;3,9725;119,28;105,36;78,22;7,269;129,6;24,86;146,08;3446,24
25/06/2019 15:40;78,55;19,748;263,65;121,95;125;67,86;177,72;61,97;55,3;4,868;63,16;75,18;40,395;28,26;23,11;47,285;91,76;28,165;15,324;109,6;6,222;13,395;14,456;49,025;47,555;21,29;8,916;9,693;1,8708;25,19;513,7;178,65;372,65;223,1;4,3545;255;13,88;37,895;132,25;76,95;3,974;119,2;105,44;78,2;7,263;129,6;24,87;145,86;3447,21
25/06/2019 15:50;78,42;19,72;263,65;122,15;125,06;67,96;177,88;62;55,26;4,873;63,22;75,22;40,445;28,32;23,115;47,38;91,82;28,15;15,322;109,6;6,219;13,39;14,468;48,98;47,595;21,295;8,914;9,703;1,8714;25,23;515,1;178,65;372,55;223,1;4,3705;254,8;13,885;37,92;132,15;77,07;3,982;119,22;105,34;78,24;7,278;129,7;24,89;146,14;3448,33
25/06/2019 16:00;78,34;19,74;263,3;122,15;124,9;67,86;177,8;62,06;55,23;4,8785;63,28;75,18;40,425;28,29;23,125;47,44;91,78;28,14;15,314;109,75;6,213;13,395;14,466;49,03;47,62;21,29;8,92;9,683;1,8712;25,22;516;178,7;372,7;223,1;4,376;255;13,885;37,93;132,05;77,09;3,983;119,06;105,38;78,22;7,266;130,05;24,84;146,22;3448,06
25/06/2019 16:10;78,15;19,724;262,9;122,05;124,82;67,82;177,78;61,99;55,1;4,8705;63,18;75,22;40,36;28,32;23,095;47,405;91,82;28,115;15,318;109,65;6,205;13,395;14,436;48,99;47,565;21,28;8,914;9,684;1,869;25,14;514,5;178,4;372,6;222,8;4,378;255,2;13,89;37,91;131,85;77,05;3,9775;118,74;105,22;78,12;7,269;129,45;24,85;146,02;3444,74
25/06/2019 16:20;78,26;19,73;263;122,15;124,9;67,72;178,14;62,02;55,13;4,8715;63,19;75,22;40,43;28,33;23,085;47,45;91,92;28,12;15,338;109,7;6,213;13,405;14,426;49,015;47,57;21,315;8,916;9,697;1,872;25,14;514,6;178,45;372,8;223,1;4,3775;255,1;13,9;37,92;132;77,18;3,9825;118,62;105,32;78,16;7,276;129,4;24,82;146,06;3446,76
25/06/2019 16:30;78,19;19,708;262,95;122,05;124,74;67,6;177,8;61,96;55,37;4,871;63,12;75,2;40,435;28,32;23,095;47,37;91,9;28,105;15,338;109,55;6,203;13,41;14,41;48,965;47,495;21,32;8,91;9,694;1,8712;25,1;513,9;178,1;372,55;223;4,383;255,1;13,9;37,865;131,8;77,2;3,985;118,5;105,36;78,2;7,279;129,4;24,85;145,76;3444,97
25/06/2019 16:40;78,13;19,698;262,85;122,05;124,78;67,58;177,66;62;55,34;4,874;63,18;75,2;40,435;28,36;23,085;47,42;91,94;28,13;15,358;109,35;6,199;13,4;14,404;48,98;47,585;21,315;8,91;9,699;1,8708;25,21;513,7;178,2;372,7;223,2;4,376;254,9;13,9;37,86;131,75;77,24;3,9865;118,46;105,32;78,14;7,288;129,5;24,86;145,92;3445,25
25/06/2019 16:50;78,25;19,73;262,5;122,1;124,76;67,8;177,68;62,02;55,44;4,878;63,28;75,22;40,46;28,38;23,105;47,5;91,96;28,135;15,35;109,5;6,204;13,405;14,426;49,04;47,615;21,34;8,916;9,709;1,8694;25,22;512,2;178,3;372,5;223,3;4,371;254,9;13,9;37,855;131,7;77,29;3,9905;118,44;105,44;78,02;7,29;129,45;24,85;146,28;3446,74
25/06/2019 17:00;78,37;19,766;262,7;122,15;124,92;67,8;177,64;62,02;55,38;4,8765;63,24;75,26;40,465;28,33;23,12;47,51;91,94;28,145;15,348;109,65;6,204;13,39;14,44;49,05;47,615;21,34;8,916;9,711;1,8704;25,25;512,2;178,5;372;223,5;4,3815;254,8;13,905;37,845;131,75;77,11;3,9885;118,4;105,46;78,02;7,291;129,55;24,86;146,16;3447,15
25/06/2019 17:10;78,37;19,768;263;122,3;125,2;67,86;177,86;62,01;55,37;4,888;63,3;75,26;40,53;28,33;23,14;47,525;91,98;28,185;15,364;109,8;6,213;13,39;14,456;49,08;47,61;21,39;8,92;9,725;1,8724;25,28;512,7;178,85;372,4;223,7;4,385;255;13,915;37,94;132,05;77,16;3,9975;118,5;105,52;78,16;7,304;129,75;24,87;146,28;3450,49
25/06/2019 17:20;78,35;19,734;262,85;122,25;125,02;67,8;177,52;62;55,34;4,8895;63,28;75,24;40,515;28,35;23,145;47,52;91,96;28,15;15,356;109,7;6,216;13,39;14,458;49,075;47,575;21,41;8,918;9,74;1,8712;25,27;512;178,75;371,95;223,6;4,3745;255;13,915;37,92;131,95;77,16;3,9985;118,34;105,44;78,1;7,302;129,75;24,87;146,08;3448,81
25/06/2019 17:30;78,23;19,694;263,2;121,9;125,18;67,98;177,34;61,74;55,32;4,878;63,15;75,28;40,46;28,4;23,12;47,59;92,06;28,105;15,356;109,8;6,201;13,365;14,44;48,945;47,61;21,425;8,886;9,73;1,8684;25,24;510,6;178,5;371,7;223,4;;254,1;13,88;37,88;131,55;77,05;3,9985;118,46;104,8;78,06;7,278;129,2;24,78;145,92;3444,36
26/06/2019 09:00;77,49;19,698;268,75;121,6;125,08;67,92;177,54;61,62;55,28;4,86;62,94;74,76;40,51;28,31;23,04;47,325;91,32;27,93;15,284;109,45;6,173;13,275;14,526;49,185;47,15;21,385;8,848;9,77;1,8638;25,26;511,8;178,35;371,25;223,1;4,3665;253,1;13,86;37,52;131,4;76,58;4,011;117,82;104,22;78,02;7,267;127,7;24,67;145,52;3437,53
26/06/2019 09:10;77,22;19,694;269;121,45;125,02;68,06;177,78;61,46;55,33;4,8465;63,04;74,82;40,615;28,37;23,035;47,36;91,1;27,86;15,278;109,25;6,167;13,275;14,5;49,19;47,2;21,44;8,84;9,81;1,868;25,3;510,9;177,75;371,25;223,1;4,366;253;13,85;37,405;131,3;76,4;4,0095;117,66;104,1;78,34;7,262;127,55;24,71;145,52;3435,96
26/06/2019 09:20;77,4;19,712;269,6;121,4;124,92;67,94;177,6;61,41;55,42;4,837;62,96;74,82;40,525;28,36;23;47,31;91,12;27,85;15,274;109,15;6,168;13,275;14,49;49,16;47,29;21,435;8,842;9,801;1,8664;25,31;511,5;177,75;371,35;223,2;4,358;253;13,86;37,515;131;76,14;4,0035;117,58;103,98;78,56;7,254;127,75;24,65;145,36;3434,89
26/06/2019 09:30;77,37;19,766;270,6;121,45;125,16;67,98;177,56;61,41;55,65;4,8525;63,08;74,92;40,645;28,34;23;47,35;90,96;27,865;15,32;109,15;6,167;13,28;14,504;49,27;47,365;21,47;8,838;9,835;1,8704;25,36;513,8;178,05;372,35;223,9;4,362;253,4;13,88;37,475;131,2;76,26;4,01;117,58;103,78;78,44;7,268;127,5;24,63;145,54;3438,76
26/06/2019 09:40;77,42;19,806;270,45;121,6;125,32;68,14;177,62;61,52;55,87;4,848;63,21;75,02;40,645;28,38;23,015;47,52;91;27,89;15,32;109;6,163;13,26;14,494;49,275;47,32;21,49;8,84;9,833;1,8696;25,43;513,9;178,1;372,15;223,8;4,3645;253,4;13,895;37,505;131,4;76,02;4,008;117,48;103,66;78,6;7,282;127,7;24,68;145,86;3439,79
26/06/2019 09:50;77,49;19,812;270,8;121,5;125,3;68,06;177,62;61,73;56,02;4,8585;63,34;75;40,735;28,41;23,045;47,585;90,84;27,915;15,29;109,1;6,152;13,265;14,492;49,215;47,465;21,595;8,832;9,865;1,8714;25,46;514,1;177,95;372,3;223,4;4,3645;253,3;13,86;37,525;131,5;75,86;4,0155;117,26;103,72;78,88;7,263;127,4;24,61;146,14;3440,01
26/06/2019 10:00;77,6;19,804;270,85;121,5;125,2;67,86;177,46;61,73;56,01;4,869;63,33;74,98;40,775;28,37;23,03;47,59;90,88;27,91;15,276;109,4;6,144;13,265;14,498;49,2;47,46;21,6;8,83;9,867;1,874;25,5;513,8;177,8;372;223,5;4,373;253,4;13,865;37,5;131,4;75,74;4,02;117,08;103,48;78,74;7,257;127,7;24,62;146,06;3439,01
26/06/2019 10:10;77,5;19,812;271,6;121,4;125,18;67,9;177,58;61,75;56,04;4,8735;63,42;75;40,845;28,33;23,02;47,565;90,76;27,925;15,272;109,5;6,143;13,265;14,508;49,235;47,455;21,63;8,83;9,892;1,88;25,51;514,1;178,1;371,75;223,6;4,381;253,5;13,86;37,455;131,35;75,75;4,025;117,12;103,38;78,7;7,259;127,65;24,62;145,82;3439,95
26/06/2019 10:20;77,27;19,836;271,8;121,5;125,24;67,98;177,64;61,63;56,03;4,8815;63,35;75,02;40,825;28,31;23,02;47,545;90,78;27,9;15,278;109,7;6,149;13,26;14,5;49,27;47,455;21,62;8,836;9,882;1,8784;25,51;514;178,35;371,65;223,5;4,3865;253,5;13,87;37,565;131,2;75,71;4,0285;117,1;103,16;78,78;7,272;127,75;24,62;145,66;3440,12
26/06/2019 10:30;77,5;19,808;271,8;121,5;125,32;68;177,62;61,66;56,23;4,8865;63,41;75,08;40,94;28,37;23,025;47,555;90,8;27,935;15,288;109,75;6,159;13,27;14,524;49,325;47,495;21,67;8,852;9,894;1,8816;25,56;514,2;178,75;371,95;223,6;4,389;253,7;13,885;37,685;131,2;75,9;4,0365;117,22;103,32;78,72;7,282;127,95;24,62;145,84;3443,84
26/06/2019 10:40;77,19;19,8;272,05;121,6;125,22;68,06;177,72;61,72;56,27;4,8895;63,63;75,06;40,9;28,4;23,03;47,635;90,82;27,975;15,306;109,7;6,151;13,26;14,516;49,305;47,365;21,675;8,846;9,886;1,8788;25,57;514,4;178,7;371,95;223,6;4,3945;253,5;13,885;37,695;131,1;75,82;4,038;117,32;103,34;78,64;7,296;128,1;24,61;146,16;3443,88
26/06/2019 10:50;77,23;19,738;272,3;121,6;125,2;68,12;177,64;61,71;56,26;4,8885;63,51;75,06;40,82;28,4;23,03;47,5;90,78;27,955;15,306;109,6;6,144;13,25;14,52;49,27;47,35;21,63;8,852;9,845;1,8762;25,59;514,3;178,95;371,8;224;4,379;253,5;13,875;37,725;131,1;75,86;4,039;117,42;103,4;78,72;7,299;127,9;24,6;146,02;3443,2
26/06/2019 11:00;77,48;19,726;273,3;121,85;125,62;68,26;177,98;61,98;56,54;4,907;63,9;75,1;41,09;28,38;23,075;47,815;90,98;28,045;15,33;109,8;6,142;13,265;14,564;49,455;47,49;21,765;8,852;9,892;1,881;25,62;516,6;179,5;373,65;224,8;4,3755;253,6;13,88;37,815;131,5;75,97;4,056;117,72;103,38;78,92;7,303;128,05;24,61;146,8;3452,24
26/06/2019 11:10;77,7;19,658;273,75;121,85;125,46;68,16;178,3;62,22;56,63;4,8995;63,98;75;41,09;28,41;23,1;48,065;90,86;28,115;15,338;109,8;6,15;13,26;14,576;49,425;47,695;21,755;8,852;9,892;1,8798;25,58;517;180;374,75;225,1;4,3835;253,7;13,86;37,77;131,45;75,96;4,048;117,88;103,6;78,98;7,288;128,15;24,57;147,36;3455,03
26/06/2019 11:20;77,84;19,65;273,9;121,8;125,58;68,14;178,56;62,21;56,55;4,9065;64,12;75,02;41,125;28,39;23,11;48,08;90,84;28,13;15,356;109,7;6,145;13,275;14,59;49,465;47,66;21,775;8,862;9,904;1,8804;25,57;518;180,15;374,35;225,1;4,3935;253,6;13,89;37,8;131,65;76,01;4,055;117,96;103,54;79;7,303;128;24,62;147,42;3456,79
26/06/2019 11:30;77,8;19,626;273,3;121,65;125,32;68,08;178,36;62,26;56,56;4,912;64,17;74,94;41,115;28,42;23,075;48,09;90,82;28,125;15,352;109,6;6,145;13,27;14,572;49,395;47,62;21,855;8,858;9,914;1,8796;25,54;516;179,8;373,65;224,7;4,3935;253,4;13,89;37,78;131,45;76,1;4,056;117,8;103,22;78,86;7,307;128,05;24,61;147,56;3453,89
26/06/2019 11:40;77,72;19,64;273,35;121,7;125,34;68,12;178,44;62,4;56,61;4,917;64,17;74,94;41,21;28,49;23,08;48,04;90,84;28,18;15,346;109,6;6,142;13,295;14,574;49,425;47,685;21,875;8,852;9,932;1,88;25,57;515,2;180;372,85;224,6;4,4;253,4;13,885;37,85;131,4;75,99;4,0615;117,72;103,12;78,94;7,307;128,1;24,62;147,58;3454,53
26/06/2019 11:50;77,51;19,636;273,65;121,75;125,4;68,16;178,46;62,42;56,68;4,9215;64,15;74,92;41,255;28,45;23,065;48,05;90,84;28,215;15,35;109,6;6,146;13,315;14,572;49,435;47,655;21,9;8,86;9,95;1,8826;25,56;515,4;179,95;372,7;224,5;4,4005;253,3;13,89;37,875;131,35;76,07;4,0705;117,9;102,8;79,04;7,308;128,15;24,62;147,3;3454,78
